classifier,num_bands,OA,AA,Kappa,classifier_time_sec,selected_bands,experiment,dataset,run,train_time_sec,model_size_mb
knn,25,0.7482926829268293,0.6413838585357721,0.7107738781072395,0.13350462913513184,"[0, 7, 23, 24, 34, 41, 58, 68, 82, 84, 85, 86, 101, 102, 115, 121, 130, 138, 155, 156, 161, 165, 172, 176, 186]",exp1,Indian_pines,3,17.342363357543945,53.904
rf,30,0.8512195121951219,0.8119106229034783,0.8294359807287892,5.706714391708374,"[0, 7, 23, 24, 34, 41, 58, 68, 82, 84, 85, 86, 89, 101, 102, 110, 115, 118, 121, 130, 138, 139, 155, 156, 161, 164, 165, 172, 176, 186]",exp1,Indian_pines,3,17.342363357543945,53.904
svc,30,0.8702439024390244,0.9077974720144408,0.8528093891036299,2.3051669597625732,"[0, 7, 23, 24, 34, 41, 58, 68, 82, 84, 85, 86, 89, 101, 102, 110, 115, 118, 121, 130, 138, 139, 155, 156, 161, 164, 165, 172, 176, 186]",exp1,Indian_pines,3,17.342363357543945,53.904
knn,30,0.7575609756097561,0.6334750417647672,0.7215893223213306,0.16641759872436523,"[0, 7, 23, 24, 34, 41, 58, 68, 82, 84, 85, 86, 89, 101, 102, 110, 115, 118, 121, 130, 138, 139, 155, 156, 161, 164, 165, 172, 176, 186]",exp1,Indian_pines,3,17.342363357543945,53.904
rf,35,0.8551219512195122,0.8230435584778935,0.8339396891643363,5.8736724853515625,"[0, 3, 7, 17, 23, 24, 34, 41, 49, 58, 68, 82, 84, 85, 86, 89, 91, 101, 102, 110, 115, 118, 121, 130, 138, 139, 155, 156, 161, 164, 165, 167, 172, 176, 186]",exp1,Indian_pines,3,17.342363357543945,53.904
svc,35,0.8858536585365854,0.9219876584506987,0.8703961522489929,2.4163999557495117,"[0, 3, 7, 17, 23, 24, 34, 41, 49, 58, 68, 82, 84, 85, 86, 89, 91, 101, 102, 110, 115, 118, 121, 130, 138, 139, 155, 156, 161, 164, 165, 167, 172, 176, 186]",exp1,Indian_pines,3,17.342363357543945,53.904
knn,35,0.7473170731707317,0.6522235965259158,0.7101143054318011,0.13842463493347168,"[0, 3, 7, 17, 23, 24, 34, 41, 49, 58, 68, 82, 84, 85, 86, 89, 91, 101, 102, 110, 115, 118, 121, 130, 138, 139, 155, 156, 161, 164, 165, 167, 172, 176, 186]",exp1,Indian_pines,3,17.342363357543945,53.904
rf,40,0.8580487804878049,0.8452672721675928,0.8373255008877493,6.912365198135376,"[0, 3, 6, 7, 17, 23, 24, 34, 41, 49, 52, 58, 68, 82, 84, 85, 86, 87, 89, 91, 101, 102, 110, 115, 118, 121, 130, 138, 139, 155, 156, 161, 162, 164, 165, 167, 172, 176, 185, 186]",exp1,Indian_pines,3,17.342363357543945,53.904
svc,40,0.8839024390243903,0.9145838268418199,0.8680737002663673,2.5496723651885986,"[0, 3, 6, 7, 17, 23, 24, 34, 41, 49, 52, 58, 68, 82, 84, 85, 86, 87, 89, 91, 101, 102, 110, 115, 118, 121, 130, 138, 139, 155, 156, 161, 162, 164, 165, 167, 172, 176, 185, 186]",exp1,Indian_pines,3,17.342363357543945,53.904
knn,40,0.7468292682926829,0.6491217913253835,0.7092962096619289,0.13370656967163086,"[0, 3, 6, 7, 17, 23, 24, 34, 41, 49, 52, 58, 68, 82, 84, 85, 86, 87, 89, 91, 101, 102, 110, 115, 118, 121, 130, 138, 139, 155, 156, 161, 162, 164, 165, 167, 172, 176, 185, 186]",exp1,Indian_pines,3,17.342363357543945,53.904
rf,10,0.8053658536585366,0.767418914626525,0.7767318533044067,4.214298486709595,"[28, 34, 41, 49, 60, 66, 80, 93, 150, 155]",exp1,Indian_pines,4,17.39699077606201,53.904
svc,10,0.8121951219512196,0.8529280676093851,0.7879499129231128,2.1815972328186035,"[28, 34, 41, 49, 60, 66, 80, 93, 150, 155]",exp1,Indian_pines,4,17.39699077606201,53.904
knn,10,0.7717073170731708,0.7394497636241724,0.7389087944248292,0.12412190437316895,"[28, 34, 41, 49, 60, 66, 80, 93, 150, 155]",exp1,Indian_pines,4,17.39699077606201,53.904
rf,15,0.8370731707317073,0.8036139489125825,0.8133549227741341,4.037621021270752,"[11, 28, 34, 41, 49, 60, 64, 66, 80, 93, 115, 135, 150, 155, 196]",exp1,Indian_pines,4,17.39699077606201,53.904
svc,15,0.8580487804878049,0.9116452573368935,0.8393743096905314,1.7971470355987549,"[11, 28, 34, 41, 49, 60, 64, 66, 80, 93, 115, 135, 150, 155, 196]",exp1,Indian_pines,4,17.39699077606201,53.904
knn,15,0.791219512195122,0.7771715235934679,0.7613108696048407,0.14516949653625488,"[11, 28, 34, 41, 49, 60, 64, 66, 80, 93, 115, 135, 150, 155, 196]",exp1,Indian_pines,4,17.39699077606201,53.904
rf,20,0.8356097560975609,0.7961432963359818,0.8118704734268576,4.990225315093994,"[11, 28, 34, 41, 45, 49, 60, 64, 66, 80, 89, 93, 115, 135, 137, 150, 151, 155, 172, 196]",exp1,Indian_pines,4,17.39699077606201,53.904
svc,20,0.864390243902439,0.8952844549799062,0.8463419599151767,1.795142412185669,"[11, 28, 34, 41, 45, 49, 60, 64, 66, 80, 89, 93, 115, 135, 137, 150, 151, 155, 172, 196]",exp1,Indian_pines,4,17.39699077606201,53.904
knn,20,0.7941463414634147,0.782403957383789,0.7649133676819061,0.1287527084350586,"[11, 28, 34, 41, 45, 49, 60, 64, 66, 80, 89, 93, 115, 135, 137, 150, 151, 155, 172, 196]",exp1,Indian_pines,4,17.39699077606201,53.904
rf,25,0.8341463414634146,0.8058010516451626,0.8101441324730893,6.039208889007568,"[11, 28, 34, 38, 41, 45, 49, 60, 64, 66, 75, 80, 86, 89, 93, 115, 131, 135, 137, 138, 150, 151, 155, 172, 196]",exp1,Indian_pines,4,17.39699077606201,53.904
svc,25,0.8721951219512195,0.8859402343206901,0.8548183364089716,1.9204943180084229,"[11, 28, 34, 38, 41, 45, 49, 60, 64, 66, 75, 80, 86, 89, 93, 115, 131, 135, 137, 138, 150, 151, 155, 172, 196]",exp1,Indian_pines,4,17.39699077606201,53.904
knn,25,0.7975609756097561,0.7782793272134674,0.7684775716474491,0.133392333984375,"[11, 28, 34, 38, 41, 45, 49, 60, 64, 66, 75, 80, 86, 89, 93, 115, 131, 135, 137, 138, 150, 151, 155, 172, 196]",exp1,Indian_pines,4,17.39699077606201,53.904
rf,30,0.8448780487804878,0.8092112697240353,0.8221389651538066,6.031105041503906,"[4, 11, 28, 34, 38, 41, 45, 49, 58, 60, 64, 66, 75, 80, 86, 89, 93, 101, 113, 115, 131, 135, 137, 138, 150, 151, 155, 157, 172, 196]",exp1,Indian_pines,4,17.39699077606201,53.904
